borrowerid,borrowername,region,country,IQ_INDUSTRY_SECTOR,parent,parentticker,ticker,companyisprivate
9492,Beijing Orient Landscape Co Ltd,,China,Consumer Staples,Beijing Orient Landscape & Environment Co Ltd,,,
9493,KT Rental,,South Korea,Industrials,LOTTE Rental Co Ltd,,,
9494,Suning Commerce Group Co Ltd,,China,Consumer Discretionary,Suning.com Co Ltd,,,
9495,Bayan Naoer Linhe District Urban Development Investment Co Ltd,,China,Industrials,Bayan Naoer Linhe District Urban Development Investment Co Ltd,,,
9496,Keen Bond Investment Ltd,,China,Utilities,Beijing Enterprises Group Co Ltd,,,
9497,Driver Australia One Trust,,Australia,Consumer Discretionary,Porsche Automobil Holding SE,,,
9498,KSH Holdings Ltd,,Singapore,Industrials,KSH Holdings Ltd,,,
9499,Western Metal Materials Co Ltd,,China,Materials,Western Metal Materials Co Ltd,,,
9500,Sichuan Shengda Forestry Industry Co Ltd,,China,Materials,Sichuan Shengda Forestry Industry Co Ltd,,,
9501,HASCO,,China,Consumer Discretionary,SAIC,,,
9502,Tianjin Public Transport Holding Group Co Ltd,,China,Industrials,Tianjin Public Transport Holding Group Co Ltd,,,
9503,China Shenhua Energy Co Ltd,,China,Materials,CHN Energy Investment Group Co Ltd,,,
9504,Anglo American Capital plc,,United Kingdom,Materials,Anglo American plc,,,
9505,Jiangyin Lingang New City Development Construction Co Ltd,,China,Consumer Discretionary,Jiangyin Lingang New City Development Construction Co Ltd,,,
9506,AMT Management Ltd,,Australia,Industrials,Transurban Group,,,
9507,Henan Yuguang Gold & Lead Group Co Ltd,,China,Materials,Henan Yuguang Gold & Lead Group Co Ltd,,,
9508,Treasury Wine Estates Ltd,,Australia,Consumer Staples,Treasury Wine Estates Ltd,,,
9509,RKI Finance (2013) Ltd,,Hong Kong,Real Estate,Road King Infrastructure Ltd,,,
9510,ICL Finance Inc,,United States,Materials,ICL Group Ltd,,,
9511,Shandong Dongming Petrochemical Group Co Ltd,,China,Energy,Shandong Dongming Petrochemical Group Co Ltd,,,
9512,Zhoukou City Investment Co Ltd,,China,Industrials,Zhoukou City Investment Group Co Ltd,,,
9513,PNG Companies LLC,,United States,Utilities,SteelRiver Infrastructure Fund North America LP,,,
9514,Pacnet Ltd,,Hong Kong,Communication Services,Telstra Group Ltd,,,
9515,Nippon Konpo Unyu Soko Co Ltd,,Japan,Industrials,Nikkon Holdings Co Ltd,,,
9516,XPCC Sixth Agricultural Division State-owned Assets Operation Co Ltd,,China,Consumer Staples,XPCC Sixth Agricultural Division State-owned Assets Operation Co Ltd,,,
9517,Bavarian Sky Korean Auto Receivables 1 Pte Ltd,,South Korea,Consumer Discretionary,BMW,,,
9518,Bao-Trans Enterprises Ltd,,China,Materials,China Baowu Steel Group Corp Ltd,,,
9519,Shandong Bandaojing Co Ltd,,China,Consumer Staples,Shandong Bandaojing Co Ltd,,,
9520,Guangxi Zhuang Autonomous Region State-own Sanmen River Forestry Station,,China,Materials,Guangxi Zhuang Autonomous Region State-own Sanmen River Forestry Station,,,
9521,Konsortium Lebuhraya Utara-Timur (KL) Sdn Bhd,,Malaysia,Industrials,Ekovest Bhd,,,
9522,Hyosung Capital the 6th Securitization Specialty Co Ltd,,South Korea,Financials,Hyosung Corp,,,
9523,Commercial Auto 4th Securitization Specialty Co Ltd,,South Korea,Financials,Hyundai Motor Co,,,
9524,olleh KT Eleventh Securitization Specialty Co Ltd,,South Korea,Communication Services,KT Corp,,,
9525,HNA Travel Holding (Group) Co Ltd,,China,Industrials,Hainan Traffic Control Holding Co Ltd,,,
9526,KMCOB Capital Bhd,,Malaysia,Industrials,Scomi Group Bhd,,,
9527,CSSC Capital 2013 Ltd,,China,Industrials,China State Shipbuilding Corp Ltd,,,
9528,Uplus LTE Eleventh Securitization Specialty Co Ltd,,South Korea,Communication Services,LG Corp,,,
9529,Uplus LTE Twelfth Securitization Specialty Co Ltd,,South Korea,Communication Services,LG Corp,,,
9530,Zhejiang Weihai Zipper Co Ltd,,China,Consumer Discretionary,Zhejiang Weihai Zipper Co Ltd,,,
9531,PSBC CLO Trust 2013-1,,China,Financials,China Post Group Corp Ltd,,,
9532,MC Finance Australia Pty Ltd,,Australia,Materials,Mitsubishi Corp,,,
9533,Payce Consolidated Ltd,,Australia,Industrials,Lanox Pty Ltd,,,
9534,Miclyn Express Offshore Ltd,,Singapore,Industrials,Manta Holdings Ltd,,,
9535,Yunnan Coal & Energy Co Ltd,,China,Energy,Kunming Iron & Steel Holding Co Ltd,,,
9536,Jingzhou Economic Technological Development Zone Co,,China,Industrials,Jingzhou Economic Technological Development Zone Co,,,
9537,Kuche City Construction Investment (Group) Co Ltd,,China,Industrials,Kuche City Construction Investment (Group) Co Ltd,,,
9538,Dali Economic Development Investment Group Co Ltd,,China,Real Estate,Dali Economic Development Investment Group Co Ltd,,,
9539,Puyang Construction Investment Co,,China,Utilities,Puyang Investment Group Co Ltd,,,
9540,KAL Japan ABS 10 Cayman Ltd,,Cayman Islands,Industrials,Korean Air Lines,,,
9541,China Water Property Group Ltd,,China,Real Estate,China City Infrastructure Group Ltd,,,
9542,Global Switch Property (Australia) Pty Ltd,,Australia,Real Estate,Global Switch Holdings Ltd,,,
9543,Citizen Holdings Co Ltd,,Japan,Consumer Discretionary,Citizen Watch Co Ltd,,,
9544,Obligasi Berkelanjutan I Tower Bersama Infrastructure Tahap I Tahun 2013,,Indonesia,Communication Services,PT Tower Bersama Infrastructure Tbk,,,
9545,Fugu State-owned Asset Management Co Ltd,,China,Utilities,Fugu State-owned Asset Management Co Ltd,,,
9546,Walvax Biotechnology Co Ltd,,China,Health Care,Walvax Biotechnology Co Ltd,,,
9547,Sichuan Yibin Changming Machinery Co Ltd,,China,Industrials,Sichuan Yibin Changming Machinery Co Ltd,,,
9548,Shandong Yonghua Machinery Co Ltd,,China,Industrials,Shandong Yonghua Machinery Co Ltd,,,
9549,Xinzhou Asset Operation Management Center,,China,Industrials,Xinzhou Asset Operation Management Center,,,
9550,China Postal Express & Logistics Co Ltd,,China,Industrials,China Postal Express & Logistics Co Ltd,,,
9551,Midland Cogeneration Venture LP,,United States,Utilities,Midland Cogeneration Venture LP,,,
9552,Hebei Information Industry Investment Co Ltd,,China,Consumer Discretionary,Hebei Information Industry Investment Co Ltd,,,
9553,Qingyuan City Transportation Construction Development Co Ltd,,China,Industrials,Qingyuan City Transportation Construction Development Co Ltd,,,
9554,Shenzhen Municipal Engineering Corp,,China,Industrials,Shenzhen Municipal Engineering Corp,,,
9555,JAG Mega Solar Project Bond Trust 1 Beneficial Interest,,Japan,Utilities,JAG Mega Solar Project Bond Trust 1 Beneficial Interest,,,
9556,Shanghai Chengtou Corp,,China,Industrials,Shanghai Municipal Investment (Group) Corp,,,
9557,Anshan New Technology Industry Investment Co Ltd,,China,Real Estate,Anshan New Technology Industry Investment Co Ltd,,,
9558,Big Right Investment Ltd,,Hong Kong,Real Estate,Albert Yeung Discretionary Trust,,,
9559,Nanning City Construction Investment & Development Co Ltd,,China,Industrials,Nanning City Construction Investment & Development Co Ltd,,,
9560,Shenyang Nanhu Technology Development Group Co Ltd,,China,Industrials,Shenyang Nanhu Technology Development Group Co Ltd,,,
9561,Jinzhou Urban Construction Investment & Development Co Ltd,,China,Industrials,Jinzhou Urban Construction Investment & Development Co Ltd,,,
9562,SPV-SMC (6) Co Ltd,,Thailand,Materials,SMC Corp Ltd,,,
9563,TCC Land Co Ltd,,Thailand,Real Estate,Thai Charoen Corp Group - TCC Group,,,
9564,Dafeng Urban Construction State-owned Assets Operation Co Ltd,,China,Real Estate,Dafeng Urban Construction State-owned Assets Operation Co Ltd,,,
9565,Geermu Investment Holding Co Ltd,,China,Industrials,Geermu Investment Holding Co Ltd,,,
9566,Investa Office Fund,,Australia,Real Estate,OMERS Administration Corp,,,
9567,Toll Holdings Ltd,,Australia,Industrials,Japan Post Holdings Co Ltd,,,
9568,Haixi Development Investment Co Ltd,,China,Industrials,Haixi Development Investment Co Ltd,,,
9569,Ninghai Urban Construction Investment & Development Co Ltd,,China,Industrials,Ninghai Urban Construction Investment & Development Co Ltd,,,
9570,Driver Japan Three,,Japan,Financials,Porsche Automobil Holding SE,,,
9571,Binzhou High-tech Zone Development Investment Co Ltd,,China,Industrials,Binzhou High-tech Zone Development Investment Co Ltd,,,
9572,Yunfu Suntec Urban Construction & Investment Co Ltd,,China,Industrials,Yunfu Suntec Urban Construction & Investment Co Ltd,,,
9573,China Overseas Grand Oceans Finance II (Cayman) Ltd,,China,Real Estate,China Overseas Grand Oceans Group Ltd,,,
9574,Wuhan Jiangxia Urban Construction Investment Co Ltd,,China,Real Estate,Wuhan Jiangxia Chengtou Group Co Ltd,,,
9575,Jinzhou Economic & Technology Development Zone Development (Group) Co,,China,Industrials,Jinzhou Economic & Technology Development Zone Development (Group) Co Ltd,,,
9576,Qianan City Construction Investment Development Co Ltd,,China,Real Estate,Qianan City Construction Investment Development Co Ltd,,,
9577,Bright Focus Bhd,,Malaysia,Industrials,Bright Focus Bhd,,,
9578,Wanda Properties International Co Ltd,,China,Real Estate,Dalian Hexing Investment Co Ltd,,,
9579,Panxian Hongcai Investment Co Ltd,,China,Industrials,Guizhou Hongcai Investment Group Co Ltd,,,
9580,Tianjin Water Investment Group Co Ltd,,China,Utilities,Tianjin Water Investment Group Co Ltd,,,
9581,Kurimoto Mega Solar Project Bond Trust 1 Beneficial Interest & Trust ABL,,Japan,Utilities,Kurimoto Mega Solar Project Bond Trust 1 Beneficial Interest & Trust ABL,,,
9582,Favor Sea Ltd,,China,Materials,China XD Plastics Co Ltd,,,
9583,TNB Western Energy Bhd,,Malaysia,Utilities,Tenaga Nasional Bhd,,,
9584,Mudajaya Corp Bhd,,Malaysia,Industrials,Mudajaya Group Bhd,,,
9585,Ningxia Baota Petrochemical Co Ltd,,China,Materials,Baota Petrochemical Group Co Ltd,,,
9586,Asahi Kasei Hebel Haus New Master Trust RMBS Series5 Senior Beneficial Interests,,Japan,Financials,Asahi Kasei Corp,,,
9587,Thai Union Frozen Products pcl,,Thailand,Consumer Staples,Thai Union Group pcl,,,
9588,ABS-CBN Corp,,Philippines,Communication Services,Lopez Inc,,,
9589,Philippine Long Distance Telephone Co - PLDT,,Philippines,Communication Services,PLDT Inc,,,
9590,Toyota Financial Services Philippines Corp,,Philippines,Financials,Toyota Motor Corp,,,
9591,SoftBank Mobile Corp A mobile telephone terminal Credit Trust Series 2013-12,,Japan,Communication Services,SoftBank Group Corp,,,
9592,LG Life Sciences Ltd,,South Korea,Health Care,LG Chem Ltd,,,
9593,China-Kinwa High Technology Co Ltd,,China,Industrials,Nuode New Materials Co Ltd,,,
9594,Jingneng Investment Group Co Ltd,,China,Utilities,Beijing State-owned Capital Operation & Management Co Ltd,,,
9595,CapitaMall Trust,,Singapore,Real Estate,Temasek Holdings (Pte) Ltd,,,
9596,Mohamed Mustafa & Samsuddin Co Pte Ltd,,Singapore,Consumer Discretionary,Mohamed Mustafa & Samsuddin Co Pte Ltd,,,
9597,Eastern Dragon International Ltd,,China,Consumer Discretionary,Fujian Changle Changyuan Textile Co Ltd,,,
9598,Citipower I Pty Ltd,,Australia,Utilities,Victoria Power Networks Pty Ltd,,,
9599,Unilever NV,,Netherlands,Consumer Discretionary,Unilever plc,,,
9600,Fujian Quanzhou Jiangnan Electronic Information Industry Park Development Construction Co Ltd,,China,Real Estate,Fujian Quanzhou Jiangnan Electronic Information Industry Park Development Construction Co Ltd,,,
9601,Yunnan Highway & Bridge Co Ltd,,China,Industrials,Yunnan Highway & Bridge Co Ltd,,,
9602,Nisshin Steel Holdings Co Ltd,,Japan,Materials,Nippon Steel Corp,,,
9603,Gemdale (Asia) Investment Ltd,,Hong Kong,Real Estate,Gemdale Corp,,,
9604,Quanzhou Quangang Petrochemical Industrial Zone Construction & Development Co Ltd,,China,Industrials,Quanzhou Quangang Petrochemical Industrial Zone Construction & Development Co Ltd,,,
9605,Siam Global House pcl,,Thailand,Industrials,Siam Global House pcl,,,
9606,Kaiyuan City & Countryside Construction Investment Co Ltd,,China,Industrials,Kaiyuan City & Countryside Construction Investment Co Ltd,,,
9607,Zouping State Owned Assets Investment & Operating Co,,China,Industrials,Zouping State Owned Assets Investment & Operating Co,,,
9608,Jiamusi New World City Infrastructure Construction Investment (Group) Co Ltd,,China,Real Estate,Jiamusi New World City Infrastructure Construction Investment (Group) Co Ltd,,,
9609,Media Chinese International Ltd,,Hong Kong,Communication Services,Media Chinese International Ltd,,,
9610,olleh KT Thirteenth Securitization Specialty Co Ltd,,South Korea,Communication Services,KT Corp,,,
9611,JG Summit Holdings Inc,,Philippines,noinfo,JG Summit Holdings Inc,,,
9612,SBM Handset Installment Sales Receivables Securitization 2013-12,,Japan,Communication Services,SoftBank Group Corp,,,
9613,FN Dapsimni 18 Securitization Specialty Co Ltd,,South Korea,Financials,Samsung Group,,,
9614,Shantou Investment Construction Co,,China,Real Estate,Shantou Investment Construction Co,,,
9615,Longyan Municipal Development Group Co Ltd,,China,Industrials,Longyan Municipal Development Group Co Ltd,,,
9616,LeasePlan Australia Ltd,,Australia,Financials,Super Group Ltd (South Africa),,,
9617,Uplus LTE Thirteenth Securitization Specialty Co Ltd,,South Korea,Communication Services,LG Corp,,,
9618,Taiyuan Coal Gasification (Group) Co Ltd,,China,Materials,Shanxi State-owned Capital Operation Co Ltd,,,
9619,China CNR Corp Ltd,,China,Industrials,CRRC Group Co Ltd,,,
9620,Xinjiang Fuyun State-owned Asset Investment Management Co Ltd,,China,Real Estate,Xinjiang Fuyun State-owned Asset Investment Management Co Ltd,,,
9621,Tieling Newcity Investment Holding (Group) Ltd,,China,Real Estate,Tieling Newcity Investment Holding (Group) Ltd,,,
9622,Jiaxing Nanhu New Town Development Construction Group Co Ltd,,China,Industrials,Jiaxing Nanhu New Town Development Construction Group Co Ltd,,,
9623,Meishan Asset Management Co Ltd,,China,Industrials,Meishan Asset Management Co Ltd,,,
9624,Shuangliu Water Construction Investment Co Ltd,,China,Industrials,Shuangliu Water Construction Investment Co Ltd,,,
9625,Fuyang Urban Construction Investment Group Co Ltd,,China,Industrials,Hangzhou Fuyang City Construction Investment Group Co Ltd,,,
9626,Tangshan City Construction Investment Group Co Ltd,,China,Utilities,Tangshan City Construction Investment Group Co Ltd,,,
9627,Laiwu Economic Development Investment Co Ltd,,China,Industrials,Laiwu Economic Development Investment Co Ltd,,,
9628,Shaanxi Weinan Gaoke (Group) Industry Co Ltd,,China,Industrials,Shaanxi Weinan Gaoke (Group) Industry Co Ltd,,,
9629,Eastern Creation Investment Holdings Ltd,,China,Industrials,Beijing Infrastructure Investment Co Ltd,,,
9630,Haian County Urban Construction Development Investment Co Ltd,,China,Industrials,Haian Urban Construction Development Investment Group Co Ltd,,,
9631,DY Changjeon 3 Securitization Specialty,,South Korea,Financials,Hanwha Group,,,
9632,Takata Corp,,Japan,Consumer Discretionary,TKJP Corp,,,
9633,Bandar Malaysia Sdn Bhd,,Malaysia,Real Estate,Credence Resources Sdn Bhd,,,
9634,Trafigura Beheer BV,,Singapore,Energy,Trafigura Beheer BV,,,
9635,Sabana Sukuk Pte Ltd,,Singapore,Real Estate,ESR Group Ltd,,,
9636,Ningbo Shanshan Co Ltd,,China,Materials,Shan Shan Holdings Co Ltd,,,
9637,Tianneng Battery Group Co Ltd,,China,Consumer Discretionary,Tianneng Power International Ltd,,,
9638,Fuyang City Construction Investment Co Ltd,,China,Industrials,Fuyang Investment Development Group Co Ltd,,,
9639,Filinvest Development Corp,,Philippines,Real Estate,ALG Holdings Corp,,,
9640,Petronas Dagangan Bhd,,Malaysia,Energy,Petronas,,,
9641,Sky Network Television Ltd,,New Zealand,Communication Services,Sky Network Television Ltd,,,
9642,Qingdao Laixi Asset Management Co Ltd,,China,Industrials,Qingdao Laixi Asset Management Co Ltd,,,
9643,Fujian Zhanglong Real Estate Co Ltd,,China,Industrials,Fujian Zhanglong Real Estate Co Ltd,,,
9644,Korea Integrated Freight Terminal Co Ltd,,South Korea,Industrials,CJ Corp,,,
9645,Shanghai Challenge Textile Co Ltd,,China,Consumer Discretionary,Shanghai Challenge Textile Co Ltd,,,
9646,Guiyang Water Resources & Transportation Development Investment Group Co Ltd,,China,Real Estate,Guiyang Water Resources & Transportation Development Investment Group Co Ltd,,,
9647,China National Travel Service (HK) Group Corp,,China,Industrials,China Tourism Group Co Ltd,,,
9648,Jinan Urban Construction Investment Co Ltd,,China,Industrials,Jinan Urban Construction Investment Co Ltd,,,
9649,Taiyuan State-owned Investment Holding Co Ltd,,China,Industrials,Taiyuan State-owned Investment Group Co Ltd,,,
9650,Langfang Development Zone Construction & Development Co Ltd,,China,Industrials,Langfang Development Zone Construction & Development Co Ltd,,,
9651,Jiangsu Jurong Blessed Land Eco Technology Co Ltd,,China,Industrials,Jiangsu Jurong Blessed Land Eco Technology Co Ltd,,,
9652,Weifang Oriental State-owned Assets Management Co Ltd,,China,Industrials,Weifang Oriental State-owned Assets Management Co Ltd,,,
9653,Suzhou Communications Investment Co Ltd,,China,Industrials,Suzhou Communications Investment Co Ltd,,,
9654,Haimen Haijin Communication Construction Co Ltd,,China,Industrials,Haimen Haijin Communication Construction Co Ltd,,,
9655,Changsha Xiandao Land Development Construction Co Ltd,,China,Real Estate,Changsha Xiandao Land Development Construction Co Ltd,,,
9656,Arrows Mortgage Trust 2014,,Japan,Financials,Aeon Co Ltd,,,
9657,AVIC Electromechanical Systems Co Ltd,,China,Industrials,Aviation Industry Corp of China Ltd (AVIC),,,
9658,Wuzhou Dongtai State-owned Assets Management Co Ltd,,China,Financials,Wuzhou City Construction Investment Group Co Ltd,,,
9659,HNA Hotel Holdings Group Ltd,,China,Consumer Discretionary,Hainan Traffic Control Holding Co Ltd,,,
9660,Heze Investment Development Co,,China,Industrials,Heze Investment Development Co,,,
9661,Zhongwei Construction Investment Co Ltd,,China,Consumer Discretionary,Zhongwei Construction Investment Co Ltd,,,
9662,Guodian Jiantou Inner Mongolia Energy Co Ltd,,China,Materials,Guodian Jiantou Inner Mongolia Energy Co Ltd,,,
9663,Kunshan Hi-Tech Industry Development Zone Asset Management Co Ltd,,China,Industrials,Kunshan Hi-Tech Industry Development Zone Asset Management Co Ltd,,,
9664,Xian Lianhu Infrastructure Construction Investment Co Ltd,,China,Industrials,Xian Lianhu Infrastructure Construction Investment Co Ltd,,,
9665,Zhejiang Railway Investment Group Ltd,,China,Industrials,Zhejiang Communications Investment Group Co Ltd,,,
9666,San Miguel Brewery Inc,,Philippines,Consumer Staples,San Miguel Corp,,,
9667,Amtek Engineering Ltd,,Singapore,Industrials,Blackstone,,,
9668,Shangdong Ningmeng Biochem Co Ltd,,China,Materials,Shangdong Ningmeng Biochem Co Ltd,,,
9669,Jiangsu High Hope International Group Corp Ltd,,China,Consumer Discretionary,Jiangsu Soho Holding Group Co Ltd,,,
9670,Qidong City Investment Operation Center,,China,Real Estate,Qidong City Investment Operation Center,,,
9671,Postech Venture Capital Corp,,South Korea,Financials,POSCO Holdings Inc,,,
9672,Overseas Education Ltd,,Singapore,Industrials,Overseas Education Ltd,,,
9673,Guangxi Urban Construction Investment Group Co Ltd,,China,Real Estate,Guangxi Urban Construction Investment Group Co Ltd,,,
9674,Hebei Province Expressway Development Co Ltd,,China,Industrials,Hebei Province Expressway Development Co Ltd,,,
9675,Hefei Taohua Industrial Park Economic Development Co Ltd,,China,Industrials,Hefei Taohua Industrial Park Economic Development Co Ltd,,,
9676,Shenyang Agricultural Gaoxin District State-owned Assets Operation Co Ltd,,China,Real Estate,Shenyang Agricultural Gaoxin District State-owned Assets Operation Co Ltd,,,
9677,Beijing Tong Ren Tang Health-Pharmacentical Co Ltd,,China,Health Care,Beijing Tong Ren Tang Health-Pharmacentical Co Ltd,,,
9678,Linyi Economic Development Co Ltd,,China,Industrials,Linyi Economic Development Co Ltd,,,
9679,Guangdong Highsun Group Co Ltd,,China,Real Estate,Guangzhou Highsun Industry Group Co Ltd,,,
9680,Asahi Kasei Hebel Haus New Master Trust RMBS Series6 Senior Beneficial Interests,,Japan,Financials,Asahi Kasei Corp,,,
9681,CNOOC Nexen Finance (2014) ULC,,China,Energy,CNOOC,,,
9682,Baotou Binhe New District Development Construction Co Ltd,,China,Industrials,Baotou Binhe New District Development Construction Co Ltd,,,
9683,Taizhou Jiangyan District Xinyuan Construction Co Ltd,,China,Real Estate,Taizhou Jiangyan District Xinyuan Construction Co Ltd,,,
9684,Shanghai Jiading Road Construction Development Co Ltd,,China,Industrials,Shanghai Jiading Road Construction Development Co Ltd,,,
9685,Haoxiangni Jujube Co Ltd,,China,Consumer Staples,Haoxiangni Health Food Co Ltd,,,
9686,Mega Mart,,South Korea,Consumer Discretionary,Nongshim Holdings Co Ltd,,,
9687,Sinokor Merchant Marine Co Ltd,,South Korea,Industrials,Sinokor Merchant Marine Co Ltd,,,
9688,Hefei State-owned Assets Holding Co Ltd,,China,Consumer Discretionary,Hefei Industry Investment Holding (Group) Co Ltd,,,
9689,Sichuan Airlines Co Ltd,,China,Industrials,Sichuan Airlines Group Co Ltd,,,
9690,China Overseas Finance (Cayman) VI Ltd,,China,Real Estate,China State Construction Engineering Corp,,,
9691,Toyo-Thai Corp pcl,,Thailand,Industrials,TTCL pcl,,,
9692,Zhuzhou Times New Materials Technology Co Ltd,,China,Consumer Discretionary,Zhuzhou Times New Materials Technology Co Ltd,,,
9693,Jinanqiao Hydropower Co Ltd,,China,Utilities,Jinanqiao Hydropower Co Ltd,,,
9694,Long Yuan Construction Group Co Ltd,,China,Industrials,Long Yuan Construction Group Co Ltd,,,
9695,Taiyuan Heavy Industry Co Ltd,,China,Industrials,Taiyuan Heavy Industry Co Ltd,,,
9696,Perennial Somerset Investors Pte Ltd,,Singapore,Real Estate,Shun Tak Holdings Ltd,,,
9697,Changshou Communications Asset Management Co Ltd,,China,Industrials,Changshou Communications Asset Management Co Ltd,,,
9698,Huzhou Xisaishan Development Construction Co Ltd,,China,Industrials,Huzhou Xisaishan Development Construction Co Ltd,,,
9699,China Chengtong Development Group Ltd,,China,Materials,China Chengtong Holdings Group Ltd,,,
9700,Fujian Longking Co Ltd,,China,Industrials,Fujian Longking Co Ltd,,,
9701,Jiangsu Wuzhong Industrial Co Ltd,,China,Consumer Discretionary,Jiangsu WuZhong Pharmaceutical Development Co Ltd,,,
9702,Universal Number One Co Ltd,,China,Financials,Genertec Universal Medical Group Co Ltd,,,
9703,Guiyang Industry Investment Group Co Ltd,,China,Consumer Discretionary,Guiyang Industrial & Commercial Industry Investment Group Co Ltd,,,
9704,Inner Mongolia Dongda Mongolia King Group Co Ltd,,China,Industrials,Inner Mongolia Dongda Mongolia King Group Co Ltd,,,
9705,CRCC Harbour & Channel Engineering Bureau Group Co Ltd,,China,Industrials,China Railway Construction Group Co Ltd,,,
9706,Uplus LTE Fourteenth Securitization Specialty Co Ltd,,South Korea,Communication Services,LG Corp,,,
9707,Wuhan Shanglian (Group) Co Ltd,,China,Consumer Discretionary,Wuhan Trading Group Co Ltd,,,
9708,Yanlord Land Group Ltd,,China,Real Estate,Yanlord Land Group Ltd,,,
9709,Shenzhen Airport Co Ltd,,China,Industrials,Shenzhen Airport (Group) Co Ltd,,,
9710,Rizhao Port (Hong Kong) Co Ltd,,China,Industrials,Shandong Port Group Co Ltd,,,
9711,SoftBank Mobile Corp A mobile Telephone Terminal Credit Trust Series 2014-3,,Japan,Communication Services,SoftBank Group Corp,,,
9712,Rickmers Trust Management Pte Ltd,,Singapore,Financials,Rickmers Holding AG,,,
9713,Qingyang City Economic Development Investment Co Ltd,,China,Industrials,Qingyang City Economic Development Investment Co Ltd,,,
9714,SBM Handset Installment Sales Receivables Securitization 2014-3,,Japan,Communication Services,SoftBank Group Corp,,,
9715,Honda Finance Auto Credit Securitization Series 1,,Japan,Financials,Honda Motor Co Ltd,,,
9716,Chenzhou City Construction Investment Co Ltd,,China,Industrials,Chenzhou City Development Investment Group Co Ltd,,,
9717,Sure Best Management Ltd - OCT,,Hong Kong,Consumer Discretionary,Shenzhen Overseas Chinese Town Co Ltd,,,
9718,Tianjin Pharmaceuticals Group Co Ltd,,China,Health Care,Jinhushen Biopharmaceutical Technology Co Ltd,,,
9719,Yinchuan Urban Construction Investment Holdings Co Ltd,,China,Industrials,Yinchuan Tonglian Capital Investment Operation Group Co Ltd,,,
9720,Zhejiang Materials Industry Group Corp,,China,Consumer Discretionary,Wuchan Zhongda Group Co Ltd,,,
9721,Zhongjin Gold Corp Ltd,,China,Materials,Zhongjin Gold Corp Ltd,,,
9722,Pinghu Economic Development Zone Investment (Group) Co Ltd,,China,Real Estate,Pinghu State-owned Asset Holdings Group Co Ltd,,,
9723,Shandong Yanggu Huatai Chemical Co Ltd,,China,Materials,Shandong Yanggu Huatai Chemical Co Ltd,,,
9724,Wuan State-owned Asset Management Co Ltd,,China,Industrials,Wuan State-owned Asset Management Co Ltd,,,
9725,Nanchong Chemical Industry Park Investment Construction Co Ltd,,China,Industrials,Nanchong Development Investment (Holdings) Co Ltd,,,
9726,Yantai City Laishan District Resources Development Mangement Centre,,China,Industrials,Yantai City Laishan District Resources Development Mangement Centre,,,
9727,Baoji High Tech Industry Development Corp,,China,Industrials,Baoji High Tech Industry Development Corp,,,
9728,Beijing Xincheng Jiye Investment Development Co Ltd,,China,Industrials,Beijing Xincheng Jiye Investment Development Co Ltd,,,
9729,Zhanjiang Economic & Technology Development Zone Xinyu Infrastructure Construction Investment Co Ltd,,China,Industrials,Zhanjiang Economic & Technology Development Zone Xinyu Infrastructure Construction Investment Co Ltd,,,
9730,Suining Chuanzhong Econominc Technology Development Corp,,China,Industrials,Suining Xingye Asset Management Co Ltd,,,
9731,Meidu Holding Co Ltd,,China,Materials,Meidu Energy Corp,,,
9732,Hezhou City Construction Investment Development Group Co Ltd,,China,Industrials,Hezhou City Construction Investment Development Group Co Ltd,,,
9733,Yancoal International Trading Co Ltd,,China,Materials,Shandong Energy Group Co Ltd,,,
9734,CNOOC,,China,Energy,CNOOC,,,
9735,Jinzhou New China Dragon Molybdenum Co Ltd,,China,Materials,Jinzhou Jixiang Molybdenum Co Ltd,,,
9736,Shandong Jinjing Science & Technology Stock Co Ltd,,China,Consumer Discretionary,Shandong Jinjing Science & Technology Stock Co Ltd,,,
9737,Weihai New District State-owned Asset Management Co Ltd,,China,Industrials,Weihai Lingang State-owned Asset Management Co Ltd,,,
9738,Panjin Liaobin Xincheng Development Construction Co Ltd,,China,Industrials,Panjin Liaobin Xincheng Development Construction Co Ltd,,,
9739,Zhejiang Handicraft Cooperation Union,,China,Materials,Zhejiang Artiking Industrial Corp,,,
9740,Guangxi Hezhou Investment Group Co Ltd,,China,Utilities,Guangxi Investment (Group) Co Ltd,,,
9741,Wuhai Urban Construction Investment Group Co Ltd,,China,Industrials,Wuhai Urban Construction Investment Group Co Ltd,,,
9742,Shanghai Yong Ye Enterprise (Group) Co Ltd,,China,Industrials,Shanghai Yong Ye Enterprise (Group) Co Ltd,,,
9743,Hainan Island Construction Co Ltd,,China,Consumer Discretionary,Hainan Traffic Control Holding Co Ltd,,,
9744,Xinjiang Wujiaqu Caijia Lake State-owned Asset Management Co Ltd,,China,Consumer Staples,Xinjiang Wujiaqu Caijia Lake State-owned Asset Management Co Ltd,,,
9745,Hainan Communications Investment Holdings Co Ltd,,China,Industrials,Hainan Communications Investment Holdings Co Ltd,,,
9746,Inner Mongolia Jitong Railway (Group) Co Ltd,,China,Industrials,Inner Mongolia Jitong Railway (Group) Co Ltd,,,
9747,Inner Mongolia Hotision & Monsod Drought-Resistance Greening Co Ltd,,China,Consumer Staples,Inner Mongolia M-Grass Ecology & Environment (Group) Co Ltd,,,
